ConcatUF+Mun;IBGE;IBGE7;UF;Município;Região;População 2010;Porte;Capital;
PEJaqueira;260795;2607950;PE;Jaqueira;Região Nordeste;11501;Pequeno I;;
PEJataúba;260800;2608008;PE;Jataúba;Região Nordeste;15819;Pequeno I;;
PEJatobá;260805;2608057;PE;Jatobá;Região Nordeste;13963;Pequeno I;;
PEJoão Alfredo;260810;2608107;PE;João Alfredo;Região Nordeste;30743;Pequeno II;;
PEJoaquim Nabuco;260820;2608206;PE;Joaquim Nabuco;Região Nordeste;15773;Pequeno I;;
PEJucati;260825;2608255;PE;Jucati;Região Nordeste;10604;Pequeno I;;
PEJupi;260830;2608305;PE;Jupi;Região Nordeste;13705;Pequeno I;;
PEJurema;260840;2608404;PE;Jurema;Região Nordeste;14541;Pequeno I;;
PELagoa do Carro;260845;2608453;PE;Lagoa do Carro;Região Nordeste;16007;Pequeno I;;
PELagoa do Itaenga;260850;2608503;PE;Lagoa do Itaenga;Região Nordeste;20659;Pequeno II;;
PELagoa do Ouro;260860;2608602;PE;Lagoa do Ouro;Região Nordeste;12132;Pequeno I;;
PELagoa Dos Gatos;260870;2608701;PE;Lagoa Dos Gatos;Região Nordeste;15615;Pequeno I;;
PELagoa Grande;260875;2608750;PE;Lagoa Grande;Região Nordeste;22760;Pequeno II;;
PELajedo;260880;2608800;PE;Lajedo;Região Nordeste;36628;Pequeno II;;
PELimoeiro;260890;2608909;PE;Limoeiro;Região Nordeste;55439;Médio;;
PEMacaparana;260900;2609006;PE;Macaparana;Região Nordeste;23925;Pequeno II;;
PEMachados;260910;2609105;PE;Machados;Região Nordeste;13596;Pequeno I;;
PEManari;260915;2609154;PE;Manari;Região Nordeste;18083;Pequeno I;;
PEMaraial;260920;2609204;PE;Maraial;Região Nordeste;12230;Pequeno I;;
PEMirandiba;260930;2609303;PE;Mirandiba;Região Nordeste;14308;Pequeno I;;
PEMoreno;260940;2609402;PE;Moreno;Região Nordeste;56696;Médio;;
PENazaré da Mata;260950;2609501;PE;Nazaré da Mata;Região Nordeste;30796;Pequeno II;;
PEOlinda;260960;2609600;PE;Olinda;Região Nordeste;377779;Grande;;
PEOrobó;260970;2609709;PE;Orobó;Região Nordeste;22878;Pequeno II;;
PEOrocó;260980;2609808;PE;Orocó;Região Nordeste;13180;Pequeno I;;
PEOuricuri;260990;2609907;PE;Ouricuri;Região Nordeste;64358;Médio;;
PEPalmares;261000;2610004;PE;Palmares;Região Nordeste;59526;Médio;;
PEPalmeirina;261010;2610103;PE;Palmeirina;Região Nordeste;8189;Pequeno I;;
PEPanelas;261020;2610202;PE;Panelas;Região Nordeste;25645;Pequeno II;;
PEParanatama;261030;2610301;PE;Paranatama;Região Nordeste;11001;Pequeno I;;
PEParnamirim;261040;2610400;PE;Parnamirim;Região Nordeste;20224;Pequeno II;;
PEPassira;261050;2610509;PE;Passira;Região Nordeste;28628;Pequeno II;;
PEPaudalho;261060;2610608;PE;Paudalho;Região Nordeste;51357;Médio;;
PEPaulista;261070;2610707;PE;Paulista;Região Nordeste;300466;Grande;;
PEPedra;261080;2610806;PE;Pedra;Região Nordeste;20944;Pequeno II;;
PEPesqueira;261090;2610905;PE;Pesqueira;Região Nordeste;62931;Médio;;
PEPetrolândia;261100;2611002;PE;Petrolândia;Região Nordeste;32492;Pequeno II;;
PEPetrolina;261110;2611101;PE;Petrolina;Região Nordeste;293962;Grande;;
PEPoção;261120;2611200;PE;Poção;Região Nordeste;11242;Pequeno I;;
PEPombos;261130;2611309;PE;Pombos;Região Nordeste;24046;Pequeno II;;
PEPrimavera;261140;2611408;PE;Primavera;Região Nordeste;13439;Pequeno I;;
PEQuipapá;261150;2611507;PE;Quipapá;Região Nordeste;24186;Pequeno II;;
PEQuixaba;261153;2611533;PE;Quixaba;Região Nordeste;6739;Pequeno I;;
PERecife;261160;2611606;PE;Recife;Região Nordeste;1537704;Metrópole;Capital;
PERiacho Das Almas;261170;2611705;PE;Riacho Das Almas;Região Nordeste;19162;Pequeno I;;
PERibeirão;261180;2611804;PE;Ribeirão;Região Nordeste;44439;Pequeno II;;
PERio Formoso;261190;2611903;PE;Rio Formoso;Região Nordeste;22151;Pequeno II;;
PESairé;261200;2612000;PE;Sairé;Região Nordeste;11240;Pequeno I;;
PESalgadinho;261210;2612109;PE;Salgadinho;Região Nordeste;9312;Pequeno I;;
PESalgueiro;261220;2612208;PE;Salgueiro;Região Nordeste;56629;Médio;;
PESaloá;261230;2612307;PE;Saloá;Região Nordeste;15309;Pequeno I;;
PESanharó;261240;2612406;PE;Sanharó;Região Nordeste;21955;Pequeno II;;
PESanta Cruz;261245;2612455;PE;Santa Cruz;Região Nordeste;13594;Pequeno I;;
PESanta Cruz da Baixa Verde;261247;2612471;PE;Santa Cruz da Baixa Verde;Região Nordeste;11768;Pequeno I;;
PESanta Cruz do Capibaribe;261250;2612505;PE;Santa Cruz do Capibaribe;Região Nordeste;87582;Médio;;
PESanta Filomena;261255;2612554;PE;Santa Filomena;Região Nordeste;13371;Pequeno I;;
PESanta Maria da Boa Vista;261260;2612604;PE;Santa Maria da Boa Vista;Região Nordeste;39435;Pequeno II;;
PESanta Maria do Cambucá;261270;2612703;PE;Santa Maria do Cambucá;Região Nordeste;13021;Pequeno I;;
PESanta Terezinha;261280;2612802;PE;Santa Terezinha;Região Nordeste;10991;Pequeno I;;
PESão Benedito do Sul;261290;2612901;PE;São Benedito do Sul;Região Nordeste;13941;Pequeno I;;
PESão Bento do Una;261300;2613008;PE;São Bento do Una;Região Nordeste;53242;Médio;;
PESão Caitano;261310;2613107;PE;São Caitano;Região Nordeste;35274;Pequeno II;;
PESão João;261320;2613206;PE;São João;Região Nordeste;21312;Pequeno II;;
PESão Joaquim do Monte;261330;2613305;PE;São Joaquim do Monte;Região Nordeste;20488;Pequeno II;;
PESão José da Coroa Grande;261340;2613404;PE;São José da Coroa Grande;Região Nordeste;18180;Pequeno I;;
PESão José do Belmonte;261350;2613503;PE;São José do Belmonte;Região Nordeste;32617;Pequeno II;;
PESão José do Egito;261360;2613602;PE;São José do Egito;Região Nordeste;31829;Pequeno II;;
PESão Lourenço da Mata;261370;2613701;PE;São Lourenço da Mata;Região Nordeste;102895;Grande;;
PESão Vicente Ferrer;261380;2613800;PE;São Vicente Ferrer;Região Nordeste;17000;Pequeno I;;
PESerra Talhada;261390;2613909;PE;Serra Talhada;Região Nordeste;79232;Médio;;
PESerrita;261400;2614006;PE;Serrita;Região Nordeste;18331;Pequeno I;;
PESertânia;261410;2614105;PE;Sertânia;Região Nordeste;33787;Pequeno II;;
PESirinhaém;261420;2614204;PE;Sirinhaém;Região Nordeste;40296;Pequeno II;;
PEMoreilândia;261430;2614303;PE;Moreilândia;Região Nordeste;11132;Pequeno I;;
PESolidão;261440;2614402;PE;Solidão;Região Nordeste;5744;Pequeno I;;
PESurubim;261450;2614501;PE;Surubim;Região Nordeste;58515;Médio;;
PETabira;261460;2614600;PE;Tabira;Região Nordeste;26427;Pequeno II;;
PETacaimbó;261470;2614709;PE;Tacaimbó;Região Nordeste;12725;Pequeno I;;
PETacaratu;261480;2614808;PE;Tacaratu;Região Nordeste;22068;Pequeno II;;
PETamandaré;261485;2614857;PE;Tamandaré;Região Nordeste;20715;Pequeno II;;
PETaquaritinga do Norte;261500;2615003;PE;Taquaritinga do Norte;Região Nordeste;24903;Pequeno II;;
PETerezinha;261510;2615102;PE;Terezinha;Região Nordeste;6737;Pequeno I;;
PETerra Nova;261520;2615201;PE;Terra Nova;Região Nordeste;9278;Pequeno I;;
PETimbaúba;261530;2615300;PE;Timbaúba;Região Nordeste;53825;Médio;;
PEToritama;261540;2615409;PE;Toritama;Região Nordeste;35554;Pequeno II;;
PETracunhaém;261550;2615508;PE;Tracunhaém;Região Nordeste;13055;Pequeno I;;
PETrindade;261560;2615607;PE;Trindade;Região Nordeste;26116;Pequeno II;;
PETriunfo;261570;2615706;PE;Triunfo;Região Nordeste;15006;Pequeno I;;
PETupanatinga;261580;2615805;PE;Tupanatinga;Região Nordeste;24425;Pequeno II;;
PETuparetama;261590;2615904;PE;Tuparetama;Região Nordeste;7925;Pequeno I;;
PEVenturosa;261600;2616001;PE;Venturosa;Região Nordeste;16052;Pequeno I;;
PEVerdejante;261610;2616100;PE;Verdejante;Região Nordeste;9142;Pequeno I;;
PEVertente do Lério;261618;2616183;PE;Vertente do Lério;Região Nordeste;7873;Pequeno I;;
PEVertentes;261620;2616209;PE;Vertentes;Região Nordeste;18222;Pequeno I;;
PEVicência;261630;2616308;PE;Vicência;Região Nordeste;30732;Pequeno II;;
PEVitória de Santo Antão;261640;2616407;PE;Vitória de Santo Antão;Região Nordeste;129974;Grande;;
PEXexéu;261650;2616506;PE;Xexéu;Região Nordeste;14093;Pequeno I;;
ALÁgua Branca;270010;2700102;AL;Água Branca;Região Nordeste;19377;Pequeno I;;
ALAnadia;270020;2700201;AL;Anadia;Região Nordeste;17424;Pequeno I;;
ALArapiraca;270030;2700300;AL;Arapiraca;Região Nordeste;214006;Grande;;
ALAtalaia;270040;2700409;AL;Atalaia;Região Nordeste;44322;Pequeno II;;
ALBarra de Santo Antônio;270050;2700508;AL;Barra de Santo Antônio;Região Nordeste;14230;Pequeno I;;
ALBarra de São Miguel;270060;2700607;AL;Barra de São Miguel;Região Nordeste;7574;Pequeno I;;
ALBatalha;270070;2700706;AL;Batalha;Região Nordeste;17076;Pequeno I;;
ALBelém;270080;2700805;AL;Belém;Região Nordeste;4551;Pequeno I;;
ALBelo Monte;270090;2700904;AL;Belo Monte;Região Nordeste;7030;Pequeno I;;
ALBoca da Mata;270100;2701001;AL;Boca da Mata;Região Nordeste;25776;Pequeno II;;
ALBranquinha;270110;2701100;AL;Branquinha;Região Nordeste;10583;Pequeno I;;
ALCacimbinhas;270120;2701209;AL;Cacimbinhas;Região Nordeste;10195;Pequeno I;;
ALCajueiro;270130;2701308;AL;Cajueiro;Região Nordeste;20409;Pequeno II;;
ALCampestre;270135;2701357;AL;Campestre;Região Nordeste;6598;Pequeno I;;
ALCampo Alegre;270140;2701407;AL;Campo Alegre;Região Nordeste;50816;Médio;;
ALCampo Grande;270150;2701506;AL;Campo Grande;Região Nordeste;9032;Pequeno I;;
ALCanapi;270160;2701605;AL;Canapi;Região Nordeste;17250;Pequeno I;;
ALCapela;270170;2701704;AL;Capela;Região Nordeste;17077;Pequeno I;;
ALCarneiros;270180;2701803;AL;Carneiros;Região Nordeste;8290;Pequeno I;;
ALChã Preta;270190;2701902;AL;Chã Preta;Região Nordeste;7146;Pequeno I;;
ALCoité do Nóia;270200;2702009;AL;Coité do Nóia;Região Nordeste;10926;Pequeno I;;
ALColônia Leopoldina;270210;2702108;AL;Colônia Leopoldina;Região Nordeste;20019;Pequeno II;;
ALCoqueiro Seco;270220;2702207;AL;Coqueiro Seco;Região Nordeste;5526;Pequeno I;;
ALCoruripe;270230;2702306;AL;Coruripe;Região Nordeste;52130;Médio;;
ALCraíbas;270235;2702355;AL;Craíbas;Região Nordeste;22641;Pequeno II;;
ALDelmiro Gouveia;270240;2702405;AL;Delmiro Gouveia;Região Nordeste;48096;Pequeno II;;
ALDois Riachos;270250;2702504;AL;Dois Riachos;Região Nordeste;10880;Pequeno I;;
ALEstrela de Alagoas;270255;2702553;AL;Estrela de Alagoas;Região Nordeste;17251;Pequeno I;;
ALFeira Grande;270260;2702603;AL;Feira Grande;Região Nordeste;21321;Pequeno II;;
ALFeliz Deserto;270270;2702702;AL;Feliz Deserto;Região Nordeste;4345;Pequeno I;;
ALFlexeiras;270280;2702801;AL;Flexeiras;Região Nordeste;12325;Pequeno I;;
ALGirau do Ponciano;270290;2702900;AL;Girau do Ponciano;Região Nordeste;36600;Pequeno II;;
ALIbateguara;270300;2703007;AL;Ibateguara;Região Nordeste;15149;Pequeno I;;
ALIgaci;270310;2703106;AL;Igaci;Região Nordeste;25188;Pequeno II;;
ALIgreja Nova;270320;2703205;AL;Igreja Nova;Região Nordeste;23292;Pequeno II;;
ALInhapi;270330;2703304;AL;Inhapi;Região Nordeste;17898;Pequeno I;;
ALJacaré Dos Homens;270340;2703403;AL;Jacaré Dos Homens;Região Nordeste;5413;Pequeno I;;
ALJacuípe;270350;2703502;AL;Jacuípe;Região Nordeste;6997;Pequeno I;;
ALJaparatinga;270360;2703601;AL;Japaratinga;Região Nordeste;7754;Pequeno I;;
ALJaramataia;270370;2703700;AL;Jaramataia;Região Nordeste;5558;Pequeno I;;
ALJequiá da Praia;270375;2703759;AL;Jequiá da Praia;Região Nordeste;12029;Pequeno I;;
ALJoaquim Gomes;270380;2703809;AL;Joaquim Gomes;Região Nordeste;22575;Pequeno II;;
ALJundiá;270390;2703908;AL;Jundiá;Região Nordeste;4202;Pequeno I;;
ALJunqueiro;270400;2704005;AL;Junqueiro;Região Nordeste;23836;Pequeno II;;
ALLagoa da Canoa;270410;2704104;AL;Lagoa da Canoa;Região Nordeste;18250;Pequeno I;;
ALLimoeiro de Anadia;270420;2704203;AL;Limoeiro de Anadia;Região Nordeste;26992;Pequeno II;;
ALMaceió;270430;2704302;AL;Maceió;Região Nordeste;932748;Metrópole;Capital;
ALMajor Isidoro;270440;2704401;AL;Major Isidoro;Região Nordeste;18897;Pequeno I;;
ALMaragogi;270450;2704500;AL;Maragogi;Região Nordeste;28749;Pequeno II;;
ALMaravilha;270460;2704609;AL;Maravilha;Região Nordeste;10284;Pequeno I;;
ALMarechal Deodoro;270470;2704708;AL;Marechal Deodoro;Região Nordeste;45977;Pequeno II;;
ALMaribondo;270480;2704807;AL;Maribondo;Região Nordeste;13619;Pequeno I;;
ALMar Vermelho;270490;2704906;AL;Mar Vermelho;Região Nordeste;3652;Pequeno I;;
ALMata Grande;270500;2705002;AL;Mata Grande;Região Nordeste;24698;Pequeno II;;
ALMatriz de Camaragibe;270510;2705101;AL;Matriz de Camaragibe;Região Nordeste;23785;Pequeno II;;
ALMessias;270520;2705200;AL;Messias;Região Nordeste;15682;Pequeno I;;
ALMinador do Negrão;270530;2705309;AL;Minador do Negrão;Região Nordeste;5275;Pequeno I;;
ALMonteirópolis;270540;2705408;AL;Monteirópolis;Região Nordeste;6935;Pequeno I;;
ALMurici;270550;2705507;AL;Murici;Região Nordeste;26710;Pequeno II;;
ALNovo Lino;270560;2705606;AL;Novo Lino;Região Nordeste;12060;Pequeno I;;
ALOlho D'água Das Flores;270570;2705705;AL;Olho D´água Das Flores;Região Nordeste;20364;Pequeno II;;
ALOlho D'água do Casado;270580;2705804;AL;Olho D´água do Casado;Região Nordeste;8491;Pequeno I;;
ALOlho D'água Grande;270590;2705903;AL;Olho D´água Grande;Região Nordeste;4957;Pequeno I;;
ALOlivença;270600;2706000;AL;Olivença;Região Nordeste;11047;Pequeno I;;
ALOuro Branco;270610;2706109;AL;Ouro Branco;Região Nordeste;10912;Pequeno I;;
ALPalestina;270620;2706208;AL;Palestina;Região Nordeste;5112;Pequeno I;;
ALPalmeira Dos Índios;270630;2706307;AL;Palmeira Dos Índios;Região Nordeste;70368;Médio;;
ALPão de Açúcar;270640;2706406;AL;Pão de Açúcar;Região Nordeste;23811;Pequeno II;;
ALPariconha;270642;2706422;AL;Pariconha;Região Nordeste;10264;Pequeno I;;
ALParipueira;270644;2706448;AL;Paripueira;Região Nordeste;11347;Pequeno I;;
ALPasso de Camaragibe;270650;2706505;AL;Passo de Camaragibe;Região Nordeste;14763;Pequeno I;;
ALPaulo Jacinto;270660;2706604;AL;Paulo Jacinto;Região Nordeste;7426;Pequeno I;;
ALPenedo;270670;2706703;AL;Penedo;Região Nordeste;60378;Médio;;
ALPiaçabuçu;270680;2706802;AL;Piaçabuçu;Região Nordeste;17203;Pequeno I;;
ALPilar;270690;2706901;AL;Pilar;Região Nordeste;33305;Pequeno II;;
ALPindoba;270700;2707008;AL;Pindoba;Região Nordeste;2866;Pequeno I;;
ALPiranhas;270710;2707107;AL;Piranhas;Região Nordeste;23045;Pequeno II;;
ALPoço Das Trincheiras;270720;2707206;AL;Poço Das Trincheiras;Região Nordeste;13872;Pequeno I;;
ALPorto Calvo;270730;2707305;AL;Porto Calvo;Região Nordeste;25708;Pequeno II;;
ALPorto de Pedras;270740;2707404;AL;Porto de Pedras;Região Nordeste;8429;Pequeno I;;
ALPorto Real do Colégio;270750;2707503;AL;Porto Real do Colégio;Região Nordeste;19334;Pequeno I;;
ALQuebrangulo;270760;2707602;AL;Quebrangulo;Região Nordeste;11480;Pequeno I;;
ALRio Largo;270770;2707701;AL;Rio Largo;Região Nordeste;68481;Médio;;
ALRoteiro;270780;2707800;AL;Roteiro;Região Nordeste;6656;Pequeno I;;
ALSanta Luzia do Norte;270790;2707909;AL;Santa Luzia do Norte;Região Nordeste;6891;Pequeno I;;
ALSantana do Ipanema;270800;2708006;AL;Santana do Ipanema;Região Nordeste;44932;Pequeno II;;
ALSantana do Mundaú;270810;2708105;AL;Santana do Mundaú;Região Nordeste;10961;Pequeno I;;
ALSão Brás;270820;2708204;AL;São Brás;Região Nordeste;6718;Pequeno I;;
ALSão José da Laje;270830;2708303;AL;São José da Laje;Região Nordeste;22686;Pequeno II;;
ALSão José da Tapera;270840;2708402;AL;São José da Tapera;Região Nordeste;30088;Pequeno II;;
ALSão Luís do Quitunde;270850;2708501;AL;São Luís do Quitunde;Região Nordeste;32412;Pequeno II;;
ALSão Miguel Dos Campos;270860;2708600;AL;São Miguel Dos Campos;Região Nordeste;54577;Médio;;
ALSão Miguel Dos Milagres;270870;2708709;AL;São Miguel Dos Milagres;Região Nordeste;7163;Pequeno I;;
ALSão Sebastião;270880;2708808;AL;São Sebastião;Região Nordeste;32010;Pequeno II;;
ALSatuba;270890;2708907;AL;Satuba;Região Nordeste;14603;Pequeno I;;
ALSenador Rui Palmeira;270895;2708956;AL;Senador Rui Palmeira;Região Nordeste;13047;Pequeno I;;
ALTanque D'arca;270900;2709004;AL;Tanque D´arca;Região Nordeste;6122;Pequeno I;;
ALTaquarana;270910;2709103;AL;Taquarana;Região Nordeste;19020;Pequeno I;;
ALTeotônio Vilela;270915;2709152;AL;Teotônio Vilela;Região Nordeste;41152;Pequeno II;;
ALTraipu;270920;2709202;AL;Traipu;Região Nordeste;25702;Pequeno II;;
ALUnião Dos Palmares;270930;2709301;AL;União Dos Palmares;Região Nordeste;62358;Médio;;
ALViçosa;270940;2709400;AL;Viçosa;Região Nordeste;25407;Pequeno II;;
SEAmparo de São Francisco;280010;2800100;SE;Amparo de São Francisco;Região Nordeste;2275;Pequeno I;;
SEAquidabã;280020;2800209;SE;Aquidabã;Região Nordeste;20056;Pequeno II;;
SEAracaju;280030;2800308;SE;Aracaju;Região Nordeste;571149;Grande;Capital;
SEArauá;280040;2800407;SE;Arauá;Região Nordeste;10878;Pequeno I;;
SEAreia Branca;280050;2800506;SE;Areia Branca;Região Nordeste;16857;Pequeno I;;
SEBarra Dos Coqueiros;280060;2800605;SE;Barra Dos Coqueiros;Região Nordeste;24976;Pequeno II;;
SEBoquim;280067;2800670;SE;Boquim;Região Nordeste;25533;Pequeno II;;
SEBrejo Grande;280070;2800704;SE;Brejo Grande;Região Nordeste;7742;Pequeno I;;
SECampo do Brito;280100;2801009;SE;Campo do Brito;Região Nordeste;16749;Pequeno I;;
SECanhoba;280110;2801108;SE;Canhoba;Região Nordeste;3956;Pequeno I;;
SECanindé de São Francisco;280120;2801207;SE;Canindé de São Francisco;Região Nordeste;24686;Pequeno II;;
SECapela;280130;2801306;SE;Capela;Região Nordeste;30761;Pequeno II;;
SECarira;280140;2801405;SE;Carira;Região Nordeste;20007;Pequeno II;;
SECarmópolis;280150;2801504;SE;Carmópolis;Região Nordeste;13503;Pequeno I;;
SECedro de São João;280160;2801603;SE;Cedro de São João;Região Nordeste;5633;Pequeno I;;
SECristinápolis;280170;2801702;SE;Cristinápolis;Região Nordeste;16519;Pequeno I;;
SECumbe;280190;2801900;SE;Cumbe;Região Nordeste;3813;Pequeno I;;
SEDivina Pastora;280200;2802007;SE;Divina Pastora;Região Nordeste;4326;Pequeno I;;
SEEstância;280210;2802106;SE;Estância;Região Nordeste;64409;Médio;;
SEFeira Nova;280220;2802205;SE;Feira Nova;Região Nordeste;5324;Pequeno I;;
SEFrei Paulo;280230;2802304;SE;Frei Paulo;Região Nordeste;13874;Pequeno I;;
SEGararu;280240;2802403;SE;Gararu;Região Nordeste;11405;Pequeno I;;
SEGeneral Maynard;280250;2802502;SE;General Maynard;Região Nordeste;2929;Pequeno I;;
SEGracho Cardoso;280260;2802601;SE;Gracho Cardoso;Região Nordeste;5645;Pequeno I;;
SEIlha Das Flores;280270;2802700;SE;Ilha Das Flores;Região Nordeste;8348;Pequeno I;;
SEIndiaroba;280280;2802809;SE;Indiaroba;Região Nordeste;15831;Pequeno I;;
SEItabaiana;280290;2802908;SE;Itabaiana;Região Nordeste;86967;Médio;;
SEItabaianinha;280300;2803005;SE;Itabaianinha;Região Nordeste;38910;Pequeno II;;
SEItabi;280310;2803104;SE;Itabi;Região Nordeste;4972;Pequeno I;;
SEItaporanga D'ajuda;280320;2803203;SE;Itaporanga D´ajuda;Região Nordeste;30419;Pequeno II;;
SEJaparatuba;280330;2803302;SE;Japaratuba;Região Nordeste;16864;Pequeno I;;
SEJapoatã;280340;2803401;SE;Japoatã;Região Nordeste;12938;Pequeno I;;
SELagarto;280350;2803500;SE;Lagarto;Região Nordeste;94861;Médio;;
SELaranjeiras;280360;2803609;SE;Laranjeiras;Região Nordeste;26902;Pequeno II;;
SEMacambira;280370;2803708;SE;Macambira;Região Nordeste;6401;Pequeno I;;
SEMalhada Dos Bois;280380;2803807;SE;Malhada Dos Bois;Região Nordeste;3456;Pequeno I;;
SEMalhador;280390;2803906;SE;Malhador;Região Nordeste;12042;Pequeno I;;
SEMaruim;280400;2804003;SE;Maruim;Região Nordeste;16343;Pequeno I;;
SEMoita Bonita;280410;2804102;SE;Moita Bonita;Região Nordeste;11001;Pequeno I;;
SEMonte Alegre de Sergipe;280420;2804201;SE;Monte Alegre de Sergipe;Região Nordeste;13627;Pequeno I;;
SEMuribeca;280430;2804300;SE;Muribeca;Região Nordeste;7344;Pequeno I;;
SENeópolis;280440;2804409;SE;Neópolis;Região Nordeste;18506;Pequeno I;;
SENossa Senhora Aparecida;280445;2804458;SE;Nossa Senhora Aparecida;Região Nordeste;8508;Pequeno I;;
SENossa Senhora da Glória;280450;2804508;SE;Nossa Senhora da Glória;Região Nordeste;32497;Pequeno II;;
SENossa Senhora Das Dores;280460;2804607;SE;Nossa Senhora Das Dores;Região Nordeste;24580;Pequeno II;;
SENossa Senhora de Lourdes;280470;2804706;SE;Nossa Senhora de Lourdes;Região Nordeste;6238;Pequeno I;;
SENossa Senhora do Socorro;280480;2804805;SE;Nossa Senhora do Socorro;Região Nordeste;160827;Grande;;
SEPacatuba;280490;2804904;SE;Pacatuba;Região Nordeste;13137;Pequeno I;;
SEPedra Mole;280500;2805000;SE;Pedra Mole;Região Nordeste;2974;Pequeno I;;
SEPedrinhas;280510;2805109;SE;Pedrinhas;Região Nordeste;8833;Pequeno I;;
SEPinhão;280520;2805208;SE;Pinhão;Região Nordeste;5973;Pequeno I;;
SEPirambu;280530;2805307;SE;Pirambu;Região Nordeste;8369;Pequeno I;;
SEPoço Redondo;280540;2805406;SE;Poço Redondo;Região Nordeste;30880;Pequeno II;;
SEPoço Verde;280550;2805505;SE;Poço Verde;Região Nordeste;21983;Pequeno II;;
SEPorto da Folha;280560;2805604;SE;Porto da Folha;Região Nordeste;27146;Pequeno II;;
